Solution value: 34151049
Remaining budget: 49
Execution time: 49.43676567077637s

(467, 256)
(169, 253)
(131, 72)
(97, 229)
(189, 348)
(331, 189)
(322, 233)
(127, 240)
(360, 160)
(344, 239)
(81, 221)
(311, 140)
(499, 221)
(249, 82)
(256, 94)
(267, 288)
(186, 336)
(345, 238)
(73, 95)
(266, 203)
(342, 182)
(325, 112)
(74, 80)
(503, 256)
(234, 98)
(526, 172)
(185, 236)
(24, 64)
(303, 231)
(316, 248)
(329, 315)
(49, 239)
(42, 59)
(299, 195)
(259, 200)
(241, 251)
(280, 327)
(30, 148)
(312, 131)
(301, 182)
(228, 362)
(316, 290)
(509, 277)
(254, 84)
(144, 207)
(330, 328)
(362, 96)
(275, 366)
(298, 210)
(380, 269)
(103, 89)
(173, 85)
(294, 351)
(258, 326)
(356, 89)
(42, 89)
(70, 247)
(354, 204)
(500, 281)
(330, 113)
(358, 178)
(262, 231)
(217, 255)
(526, 187)
(339, 142)
(121, 182)
(100, 182)
(298, 335)
(100, 179)
(531, 273)
(62, 79)
(36, 226)
(334, 296)
(246, 76)
(299, 137)
(310, 119)
(519, 229)
(45, 145)
(186, 313)
(238, 326)
(429, 261)
(236, 350)
(349, 256)
(317, 219)
(496, 278)
(203, 201)
(138, 216)
(44, 103)
(38, 173)
(313, 265)
(102, 188)
(348, 228)
(259, 316)
(332, 168)
(492, 249)
(316, 312)
(326, 238)
(297, 249)
(172, 308)
(54, 97)
(153, 208)
(271, 363)
(497, 262)
(320, 290)
(319, 192)
(425, 247)
(278, 99)
(308, 95)
(498, 275)
(102, 213)
(37, 95)
(275, 245)
(250, 209)
(198, 213)
(483, 280)
(182, 197)
(276, 350)
(314, 195)
(349, 249)
(255, 88)
(230, 197)
(345, 209)
(348, 154)
(221, 76)
(418, 279)
(172, 237)
(150, 102)
(64, 179)
(281, 344)
(35, 211)
(31, 229)
(278, 101)
(490, 241)
(99, 89)
(438, 249)
(145, 68)
(177, 339)
(251, 218)
(311, 298)
(238, 327)
(449, 263)
(240, 108)
(292, 104)
(326, 154)
(27, 179)
(25, 194)
(57, 92)
(35, 76)
(515, 252)
(41, 193)
(263, 221)
(326, 158)
(37, 209)
(198, 195)
(415, 249)
(182, 312)
(331, 184)
(337, 217)
(27, 69)
(204, 342)
(367, 270)
(126, 82)
(351, 229)
(421, 249)
(142, 199)
(237, 344)
(243, 298)
(64, 59)
(145, 207)
(285, 236)
(341, 156)
(320, 229)
(275, 298)
(199, 356)
(302, 117)
(515, 113)
(340, 122)
(105, 250)
(530, 286)
(314, 184)
(295, 90)
(168, 88)
(187, 311)
(111, 251)
(348, 106)
(110, 228)
(63, 86)
(156, 79)
(342, 209)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
