Solution value: 37272078
Remaining budget: 78
Execution time: 287.444020986557s

(508, 295)
(53, 106)
(313, 322)
(347, 96)
(218, 84)
(490, 108)
(295, 133)
(321, 212)
(218, 72)
(103, 93)
(514, 285)
(47, 163)
(116, 219)
(376, 242)
(79, 230)
(194, 344)
(316, 300)
(208, 207)
(205, 106)
(250, 247)
(269, 273)
(293, 249)
(493, 243)
(196, 193)
(495, 283)
(186, 231)
(459, 263)
(327, 115)
(233, 348)
(64, 190)
(37, 168)
(262, 311)
(331, 198)
(219, 325)
(351, 267)
(523, 264)
(357, 254)
(312, 204)
(263, 320)
(91, 201)
(104, 224)
(133, 66)
(27, 160)
(410, 271)
(455, 260)
(294, 291)
(439, 253)
(67, 202)
(264, 328)
(193, 95)
(285, 98)
(275, 113)
(510, 108)
(361, 90)
(313, 302)
(279, 257)
(335, 242)
(46, 121)
(105, 67)
(254, 348)
(326, 366)
(263, 112)
(259, 81)
(113, 248)
(65, 198)
(39, 173)
(329, 286)
(334, 128)
(307, 183)
(303, 86)
(347, 161)
(334, 135)
(350, 167)
(300, 129)
(328, 181)
(272, 254)
(184, 229)
(38, 113)
(44, 197)
(515, 183)
(191, 106)
(139, 187)
(221, 99)
(312, 254)
(266, 302)
(189, 253)
(60, 105)
(519, 135)
(233, 215)
(267, 270)
(318, 283)
(358, 157)
(139, 202)
(526, 137)
(210, 211)
(345, 250)
(436, 261)
(311, 103)
(311, 121)
(206, 259)
(235, 259)
(139, 192)
(87, 72)
(48, 200)
(74, 65)
(200, 86)
(311, 143)
(536, 170)
(395, 253)
(210, 226)
(302, 113)
(140, 84)
(206, 258)
(359, 133)
(64, 249)
(91, 218)
(484, 277)
(324, 166)
(65, 58)
(102, 185)
(47, 206)
(40, 189)
(255, 205)
(390, 258)
(516, 194)
(310, 227)
(275, 111)
(414, 256)
(135, 240)
(67, 241)
(255, 368)
(217, 261)
(171, 236)
(511, 201)
(169, 192)
(244, 95)
(342, 220)
(288, 371)
(60, 112)
(288, 349)
(327, 349)
(280, 310)
(526, 127)
(393, 245)
(481, 255)
(272, 327)
(228, 353)
(261, 333)
(481, 245)
(127, 197)
(345, 210)
(54, 203)
(59, 200)
(284, 332)
(272, 342)
(331, 295)
(417, 243)
(294, 87)
(165, 219)
(362, 135)
(511, 216)
(46, 161)
(188, 238)
(240, 258)
(180, 202)
(325, 158)
(233, 328)
(497, 241)
(258, 107)
(304, 228)
(271, 94)
(173, 329)
(120, 249)
(488, 262)
(202, 106)
(180, 340)
(145, 190)
(186, 91)
(306, 85)
(179, 311)
(114, 188)
(422, 263)
(58, 64)
(145, 81)
(187, 341)
(29, 148)
(429, 279)
(371, 271)
(196, 322)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
