Solution value: 21740048
Remaining budget: 48
Execution time: 412.2905168533325s

(106, 36)
(126, 48)
(95, 124)
(62, 133)
(214, 129)
(196, 70)
(51, 76)
(46, 102)
(65, 84)
(131, 150)
(59, 42)
(158, 32)
(142, 106)
(104, 140)
(40, 41)
(92, 118)
(65, 72)
(76, 26)
(88, 30)
(155, 108)
(175, 110)
(129, 150)
(75, 58)
(64, 29)
(112, 144)
(189, 34)
(48, 133)
(152, 98)
(114, 95)
(81, 80)
(107, 102)
(54, 102)
(28, 122)
(111, 61)
(195, 110)
(191, 38)
(63, 25)
(146, 71)
(131, 27)
(173, 141)
(119, 67)
(26, 125)
(136, 50)
(158, 126)
(117, 57)
(115, 91)
(165, 70)
(53, 91)
(123, 93)
(205, 86)
(53, 127)
(63, 61)
(28, 97)
(156, 79)
(53, 118)
(159, 24)
(192, 136)
(204, 44)
(54, 73)
(107, 101)
(104, 145)
(180, 65)
(184, 86)
(61, 123)
(34, 106)
(62, 71)
(61, 28)
(67, 38)
(67, 138)
(54, 100)
(179, 93)
(104, 84)
(82, 89)
(32, 75)
(207, 118)
(213, 113)
(209, 88)
(133, 142)
(127, 69)
(188, 122)
(82, 46)
(25, 84)
(156, 142)
(184, 118)
(165, 44)
(71, 32)
(66, 46)
(96, 44)
(72, 53)
(43, 72)
(87, 150)
(49, 52)
(182, 151)
(182, 150)
(149, 73)
(153, 122)
(129, 151)
(92, 107)
(109, 125)
(183, 49)
(140, 131)
(190, 108)
(177, 54)
(54, 108)
(118, 129)
(79, 26)
(132, 146)
(126, 124)
(128, 122)
(174, 67)
(164, 96)
(166, 143)
(89, 34)
(57, 139)
(100, 140)
(203, 46)
(162, 111)
(45, 83)
(78, 109)
(58, 54)
(129, 61)
(85, 123)
(60, 96)
(79, 119)
(147, 83)
(25, 43)
(44, 83)
(136, 144)
(159, 144)
(162, 150)
(152, 135)
(175, 45)
(112, 126)
(26, 135)
(135, 24)
(78, 38)
(26, 44)
(102, 38)
(181, 57)
(209, 128)
(141, 44)
(47, 104)
(148, 138)
(29, 126)
(186, 139)
(119, 133)
(156, 47)
(98, 90)
(160, 76)
(109, 36)
(69, 83)
(59, 38)
(47, 96)
(30, 128)
(127, 73)
(45, 65)
(203, 78)
(148, 124)
(115, 99)
(181, 101)
(213, 51)
(91, 67)
(137, 110)
(62, 109)
(89, 46)
(205, 69)
(42, 94)
(177, 99)
(188, 99)
(162, 113)
(101, 125)
(126, 50)
(25, 118)
(122, 142)
(134, 92)
(80, 100)
(23, 69)
(176, 91)
(161, 87)
(175, 76)
(65, 114)
(176, 129)
(197, 128)
(186, 116)
(155, 69)
(109, 61)
(184, 60)
(203, 113)
(212, 77)
(150, 144)
(30, 117)
(172, 67)
(99, 98)
(95, 86)
(91, 60)
(140, 35)
(36, 70)
(153, 140)
(207, 57)
(159, 142)
(159, 90)
(101, 77)
(91, 133)
(179, 58)
(172, 90)
(94, 150)
(74, 108)
(104, 39)
(82, 93)
(182, 103)
(89, 78)
(56, 59)
(170, 152)
(176, 32)
(67, 146)
(130, 50)
(63, 141)
(161, 151)
(42, 81)
(75, 70)
(127, 33)
(66, 36)
(143, 55)
(215, 52)
(140, 127)
(120, 119)
(190, 62)
(186, 87)
(200, 126)
(166, 144)
(140, 121)
(161, 37)
(190, 100)
(83, 121)
(188, 62)
(183, 75)
(210, 128)
(55, 127)
(72, 108)
(79, 36)
(30, 59)
(174, 69)
(167, 67)
(182, 88)
(127, 47)
(146, 105)
(74, 101)
(109, 75)
(44, 43)
(71, 85)
(160, 150)
(28, 42)
(73, 132)
(148, 93)
(67, 92)
(141, 81)
(176, 30)
(196, 86)
(175, 140)
(167, 47)
(201, 94)
(77, 135)
(155, 61)
(64, 43)
(66, 66)
(67, 55)
(211, 103)
(50, 112)
(201, 85)
(180, 113)
(180, 110)
(51, 107)
(74, 27)
(144, 74)
(34, 48)
(159, 126)
(103, 150)
(26, 88)
(120, 49)
(69, 107)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
(-1, -1)
